Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,WeekOfYear,Month,Quarter,Year,HolidayName,lag_1,lag_2,lag_52,rolling_mean_4,rolling_std_4
1,2011-05-13,1604775.58,False,75.64,3.899,,,,,,215.9640526,7.682,A,151315,19,5,2,2011,,1629391.28,1455090.69,1494251.5,1552297.695,72127.32710260303
1,2011-05-20,1428218.27,False,67.63,3.907,,,,,,215.7339202,7.682,A,151315,20,5,2,2011,,1604775.58,1629391.28,1399662.07,1563519.34,77027.38296939983
1,2011-05-27,1466046.67,False,77.72,3.786,,,,,,215.5037878,7.682,A,151315,21,5,2,2011,,1428218.27,1604775.58,1432069.95,1529368.955,102370.806905867
1,2011-06-03,1635078.41,False,83.0,3.699,,,,,,215.2736553,7.682,A,151315,22,6,2,2011,,1466046.67,1428218.27,1615524.71,1532107.95,99836.18093564716
1,2011-06-10,1588948.32,False,83.13,3.648,,,,,,215.0435229,7.682,A,151315,23,6,2,2011,,1635078.41,1466046.67,1542561.09,1533529.7325,101706.3953188446
1,2011-06-17,1532114.86,False,86.41,3.637,,,,,,214.9980596,7.682,A,151315,24,6,2,2011,,1588948.32,1635078.41,1503284.06,1529572.9175,98260.19211085142
1,2011-06-24,1438830.15,False,83.58,3.594,,,,,,215.0910982,7.682,A,151315,25,6,2,2011,,1532114.86,1588948.32,1422711.6,1555547.065,73030.28506357533
1,2011-07-01,1488538.09,False,85.55,3.524,,,,,,215.1841368,7.962,A,151315,26,7,3,2011,,1438830.15,1532114.86,1492418.14,1548742.935,84513.5105789499
1,2011-07-08,1534849.64,False,85.83,3.48,,,,,,215.2771754,7.962,A,151315,27,7,3,2011,,1488538.09,1438830.15,1546074.18,1512107.855,63848.500850862445
1,2011-07-15,1455119.97,False,88.54,3.575,,,,,,215.3611087,7.962,A,151315,28,7,3,2011,,1534849.64,1488538.09,1448938.92,1498583.185,45132.98170164172
1,2011-07-22,1396926.82,False,85.77,3.651,,,,,,215.4222784,7.962,A,151315,29,7,3,2011,,1455119.97,1534849.64,1385065.2,1479334.4625,42401.189724443655
1,2011-07-29,1352219.79,False,86.83,3.682,,,,,,215.4834482,7.962,A,151315,30,7,3,2011,,1396926.82,1455119.97,1371986.6,1468858.63,58037.43221744261
1,2011-08-05,1624383.75,False,91.65,3.684,,,,,,215.544618,7.962,A,151315,31,8,3,2011,,1352219.79,1396926.82,1605491.78,1434779.0550000002,78902.25754504606
1,2011-08-12,1525147.09,False,90.76,3.638,,,,,,215.6057878,7.962,A,151315,32,8,3,2011,,1624383.75,1352219.79,1508237.76,1457162.5825,119175.5398666774
1,2011-08-19,1530761.43,False,89.94,3.554,,,,,,215.6693107,7.962,A,151315,33,8,3,2011,,1525147.09,1624383.75,1513080.49,1474669.3625,123828.10601510032
1,2011-08-26,1464693.46,False,87.96,3.523,,,,,,215.7332258,7.962,A,151315,34,8,3,2011,,1530761.43,1525147.09,1449142.92,1508128.015,113467.60320528776
1,2011-09-02,1550229.22,False,87.83,3.533,,,,,,215.7971409,7.962,A,151315,35,9,3,2011,,1464693.46,1530761.43,1540163.53,1536246.4325,65932.52931605662
1,2011-09-09,1540471.24,True,76.0,3.546,,,,,,215.861056,7.962,A,151315,36,9,3,2011,Labor Day,1550229.22,1464693.46,1507460.69,1517707.8,36940.95873296639
1,2011-09-16,1514259.78,False,79.94,3.526,,,,,,216.0410526,7.962,A,151315,37,9,3,2011,,1540471.24,1550229.22,1430378.67,1521538.8375,38721.342383566014
1,2011-09-23,1380020.27,False,75.8,3.467,,,,,,216.3758246,7.962,A,151315,38,9,3,2011,,1514259.78,1540471.24,1351791.03,1517413.425,38287.85456008505
1,2011-09-30,1394561.83,False,79.69,3.355,,,,,,216.7105965,7.962,A,151315,39,9,3,2011,,1380020.27,1514259.78,1453329.5,1496245.1275,78957.74497687885
1,2011-10-07,1630989.95,False,69.31,3.285,,,,,,217.0453684,7.866,A,151315,40,10,4,2011,,1394561.83,1380020.27,1508239.93,1457328.28,81792.63036397507
1,2011-10-14,1493525.93,False,71.74,3.274,,,,,,217.3552733,7.866,A,151315,41,10,4,2011,,1630989.95,1394561.83,1459409.1,1479957.9575,117285.00580521044
1,2011-10-21,1502562.78,False,63.71,3.353,,,,,,217.5159762,7.866,A,151315,42,10,4,2011,,1493525.93,1630989.95,1345454.0,1474774.495,115711.30667479931
1,2011-10-28,1445249.09,False,66.57,3.372,,,,,,217.6766791,7.866,A,151315,43,10,4,2011,,1502562.78,1493525.93,1384209.22,1505410.1225,96965.5925501134
1,2011-11-04,1697229.58,False,54.98,3.332,,,,,,217.837382,7.866,A,151315,44,11,4,2011,,1445249.09,1502562.78,1551659.28,1518081.9375,79365.57758354135
1,2011-11-11,1594938.89,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315,45,11,4,2011,,1697229.58,1445249.09,1494479.49,1534641.845,111273.5684345579
1,2011-11-18,1539483.7,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315,46,11,4,2011,,1594938.89,1697229.58,1483784.18,1559995.085,110332.05812747712
1,2011-11-25,2033320.66,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,A,151315,47,11,4,2011,Thanksgiving,1539483.7,1594938.89,1955624.11,1569225.315,105358.0369114898
1,2011-12-02,1584083.95,False,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315,48,12,4,2011,,2033320.66,1539483.7,1548033.78,1716243.2075,221252.7136182967
1,2011-12-09,1799682.38,False,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,A,151315,49,12,4,2011,,1584083.95,2033320.66,1682614.26,1687956.8,231489.6381882628
1,2011-12-16,1881176.67,False,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,A,151315,50,12,4,2011,,1799682.38,1584083.95,1891034.93,1739142.6725,226651.4631446424
1,2011-12-23,2270188.99,False,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315,51,12,4,2011,,1881176.67,1799682.38,2387950.2,1824565.915,187291.29446403368
1,2011-12-30,1497462.72,True,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315,52,12,4,2011,Christmas,2270188.99,1881176.67,1367320.01,1883782.9975,286477.9322037641
1,2012-01-06,1550369.92,False,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,A,151315,1,1,1,2012,,1497462.72,2270188.99,1444732.28,1862127.69,318201.6369551573
1,2012-01-13,1459601.17,False,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315,2,1,1,2012,,1550369.92,1497462.72,1391013.96,1799799.575,356609.5717631956
1,2012-01-20,1394393.84,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315,3,1,1,2012,,1459601.17,1550369.92,1327405.42,1694405.7,385656.3269904229
1,2012-01-27,1319325.59,False,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,A,151315,4,1,1,2012,,1394393.84,1459601.17,1316899.31,1475456.9125,65622.25371977451
1,2012-02-03,1636339.65,False,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315,5,2,1,2012,,1319325.59,1394393.84,1606629.58,1430922.63,98112.80171398
1,2012-02-10,1802477.43,True,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315,6,2,1,2012,Super Bowl,1636339.65,1319325.59,1649614.93,1452415.0625,135350.36507618325
1,2012-02-17,1819870.0,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315,7,2,1,2012,,1802477.43,1636339.65,1686842.78,1538134.1275,222156.21572786308
1,2012-02-24,1539387.83,False,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315,8,2,1,2012,,1819870.0,1802477.43,1456800.28,1644503.1675,232031.96150547985
1,2012-03-02,1688420.76,False,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,A,151315,9,3,1,2012,,1539387.83,1819870.0,1636263.41,1699518.7275,135053.59847206002
1,2012-03-09,1675431.16,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,A,151315,10,3,1,2012,,1688420.76,1539387.83,1553191.63,1712539.005,129321.15310977964
1,2012-03-16,1677472.78,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315,11,3,1,2012,,1675431.16,1688420.76,1576818.06,1680777.4375,114636.7671005024
1,2012-03-23,1511068.07,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315,12,3,1,2012,,1677472.78,1675431.16,1541102.38,1645178.1324999998,70757.10297962656
1,2012-03-30,1649604.63,False,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315,13,3,1,2012,,1511068.07,1677472.78,1495064.75,1638098.1925,84878.58274285388
1,2012-04-06,1899676.88,False,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,A,151315,14,4,2,2012,,1649604.63,1511068.07,1614259.35,1628394.16,79239.059691568
1,2012-04-13,1621031.7,False,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315,15,4,2,2012,,1899676.88,1649604.63,1559889.0,1684455.59,160879.6494375326
1,2012-04-20,1521577.87,False,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315,16,4,2,2012,,1621031.7,1899676.88,1564819.81,1670345.32,164138.3726400529
1,2012-04-27,1468928.37,False,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,A,151315,17,4,2,2012,,1521577.87,1621031.7,1455090.69,1672972.77,160788.79931627135
1,2012-05-04,1684519.99,False,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,A,151315,18,5,2,2012,,1468928.37,1521577.87,1629391.28,1627803.705,191908.1233551689
1,2012-05-11,1611096.05,False,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,A,151315,19,5,2,2012,,1684519.99,1468928.37,1604775.58,1574014.4825,96978.99308632268
1,2012-05-18,1595901.87,False,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,A,151315,20,5,2,2012,,1611096.05,1684519.99,1428218.27,1571530.57,95489.12664398884
1,2012-05-25,1555444.55,False,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,A,151315,21,5,2,2012,,1595901.87,1611096.05,1466046.67,1590111.57,89577.14311157566
1,2012-06-01,1624477.58,False,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,A,151315,22,6,2,2012,,1555444.55,1595901.87,1635078.41,1611740.615,53905.36666878143
1,2012-06-08,1697230.96,False,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315,23,6,2,2012,,1624477.58,1555444.55,1588948.32,1596730.0125000002,29896.966231018472
1,2012-06-15,1630607.0,False,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315,24,6,2,2012,,1697230.96,1624477.58,1532114.86,1618263.74,59779.420941282624
1,2012-06-22,1527845.81,False,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315,25,6,2,2012,,1630607.0,1697230.96,1438830.15,1626940.0225,57942.29551797378
1,2012-06-29,1540421.49,False,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,A,151315,26,6,2,2012,,1527845.81,1630607.0,1488538.09,1620040.3375,69736.56759614874
1,2012-07-06,1769854.16,False,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315,27,7,3,2012,,1540421.49,1527845.81,1534849.64,1599026.315,79880.49776589034
1,2012-07-13,1527014.04,False,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315,28,7,3,2012,,1769854.16,1540421.49,1455119.97,1617182.115,111597.71473643936
1,2012-07-20,1497954.76,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315,29,7,3,2012,,1527014.04,1769854.16,1396926.82,1591283.875,119204.76594882054
1,2012-07-27,1439123.71,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315,30,7,3,2012,,1497954.76,1527014.04,1352219.79,1583811.1124999998,125288.86033609518
1,2012-08-03,1631135.79,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315,31,8,3,2012,,1439123.71,1497954.76,1624383.75,1558486.6675,145577.4371439765
1,2012-08-10,1592409.97,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,A,151315,32,8,3,2012,,1631135.79,1439123.71,1525147.09,1523807.075,80352.0424686347
1,2012-08-17,1597868.05,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315,33,8,3,2012,,1592409.97,1631135.79,1530761.43,1540156.0575,87552.39926157038
1,2012-08-24,1494122.38,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315,34,8,3,2012,,1597868.05,1592409.97,1464693.46,1565134.38,85732.77482455326
1,2012-08-31,1582083.4,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315,35,8,3,2012,,1494122.38,1597868.05,1550229.22,1578884.0475,59042.71843917039
1,2012-09-07,1661767.33,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315,36,9,3,2012,Labor Day,1582083.4,1494122.38,1540471.24,1566620.95,48773.574891247714
1,2012-09-14,1517428.87,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,A,151315,37,9,3,2012,,1661767.33,1582083.4,1514259.78,1583960.29,69093.49716391067
1,2012-09-21,1506126.06,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315,38,9,3,2012,,1517428.87,1661767.33,1380020.27,1563850.495,75137.92360330603
1,2012-09-28,1437059.26,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315,39,9,3,2012,,1506126.06,1517428.87,1394561.83,1566851.415,71580.26027120216
1,2012-10-05,1670785.97,False,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,A,151315,40,10,4,2012,,1437059.26,1506126.06,1630989.95,1530595.38,94387.8361130258
1,2012-10-12,1573072.81,False,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,A,151315,41,10,4,2012,,1670785.97,1437059.26,1493525.93,1532850.04,98580.21760505742
1,2012-10-19,1508068.77,False,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,A,151315,42,10,4,2012,,1573072.81,1670785.97,1502562.78,1546761.025,99599.48901609964
1,2012-10-26,1493659.74,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,A,151315,43,10,4,2012,,1508068.77,1573072.81,1445249.09,1547246.7025,99339.6888168776
2,2011-02-04,1929346.23,False,38.25,2.989,,,,,,212.2240646,8.028,A,202307,5,2,1,2011,,1695371.68,1751384.9,2136989.46,1737250.2374999998,28486.69427207372
2,2011-02-11,2168041.61,True,33.19,3.022,,,,,,212.5928624,8.028,A,202307,6,2,1,2011,Super Bowl,1929346.23,1695371.68,2137809.5,1780074.0975,102578.67007116695
2,2011-02-18,2080884.82,False,57.83,3.045,,,,,,212.9033115,8.028,A,202307,7,2,1,2011,,2168041.61,1929346.23,2124451.54,1886036.105,212827.58416643043
2,2011-02-25,1833511.08,False,60.8,3.065,,,,,,213.190421,8.028,A,202307,8,2,1,2011,,2080884.82,2168041.61,1865097.27,1968411.085,207025.9783662865
2,2011-03-04,1981607.78,False,57.77,3.288,,,,,,213.4775305,8.028,A,202307,9,3,1,2011,,1833511.08,2080884.82,1991013.13,2002945.935,149951.25692894365
2,2011-03-11,1879107.31,False,52.7,3.459,,,,,,213.7646401,8.028,A,202307,10,3,1,2011,,1981607.78,1833511.08,1990483.78,2016011.3225,143540.61126190796
2,2011-03-18,1902557.66,False,62.32,3.488,,,,,,214.0156238,8.028,A,202307,11,3,1,2011,,1879107.31,1981607.78,1946070.88,1943777.7475,110409.03365285513
2,2011-03-25,1766162.05,False,69.42,3.473,,,,,,214.2521573,8.028,A,202307,12,3,1,2011,,1902557.66,1879107.31,1750197.81,1899195.9575,61970.60169156294
2,2011-04-01,1800171.36,False,55.43,3.524,,,,,,214.4886908,7.931,A,202307,13,4,2,2011,,1766162.05,1902557.66,2066187.72,1882358.7,89014.25143216562
2,2011-04-08,1847552.61,False,67.0,3.622,,,,,,214.7252242,7.931,A,202307,14,4,2,2011,,1800171.36,1766162.05,1954689.21,1836999.595,64408.06425676737
2,2011-04-15,1856467.84,False,69.48,3.743,,,,,,214.9420631,7.931,A,202307,15,4,2,2011,,1847552.61,1800171.36,1874957.94,1829110.92,59258.13000187725
2,2011-04-22,1886339.6,False,69.39,3.807,,,,,,215.1096657,7.931,A,202307,16,4,2,2011,,1856467.84,1847552.61,1821990.93,1817588.465,42259.07197399124
2,2011-04-29,1745545.28,False,69.21,3.81,,,,,,215.2772683,7.931,A,202307,17,4,2,2011,,1886339.6,1856467.84,1802450.29,1847632.8525000005,35725.19659542002
2,2011-05-06,1837743.6,False,61.48,3.906,,,,,,215.4448709,7.931,A,202307,18,5,2,2011,,1745545.28,1886339.6,2042581.71,1833976.3325,61243.084099126005
2,2011-05-13,1838513.07,False,74.61,3.899,,,,,,215.6124735,7.931,A,202307,19,5,2,2011,,1837743.6,1745545.28,1880752.36,1831524.08,60712.35150083381
2,2011-05-20,1688281.86,False,67.14,3.907,,,,,,215.3834778,7.931,A,202307,20,5,2,2011,,1838513.07,1837743.6,1896937.1,1827035.3875,58889.81307245669
2,2011-05-27,1797732.56,False,76.42,3.786,,,,,,215.1544822,7.931,A,202307,21,5,2,2011,,1688281.86,1838513.07,1957113.89,1777520.9525,73785.42071687311
2,2011-06-03,1933756.21,False,83.07,3.699,,,,,,214.9254865,7.931,A,202307,22,6,2,2011,,1797732.56,1688281.86,2102539.93,1790567.7725000002,70800.31150721275
2,2011-06-10,1929153.16,False,83.4,3.648,,,,,,214.6964908,7.931,A,202307,23,6,2,2011,,1933756.21,1797732.56,2025538.76,1814570.925,101670.73807506217
2,2011-06-17,1953771.99,False,86.53,3.637,,,,,,214.6513538,7.931,A,202307,24,6,2,2011,,1929153.16,1933756.21,2001636.96,1837230.9475,117633.28997889422
2,2011-06-24,1790925.8,False,85.17,3.594,,,,,,214.7441108,7.931,A,202307,25,6,2,2011,,1953771.99,1929153.16,1939927.09,1903603.48,71385.11602994426
2,2011-07-01,1866243.0,False,85.69,3.524,,,,,,214.8368678,7.852,A,202307,26,7,3,2011,,1790925.8,1953771.99,2003940.64,1901901.79,74751.87677674592
2,2011-07-08,1853161.99,False,87.7,3.48,,,,,,214.9296249,7.852,A,202307,27,7,3,2011,,1866243.0,1790925.8,1880902.62,1885023.4875,72757.28163911181
2,2011-07-15,1785187.29,False,89.83,3.575,,,,,,215.0134426,7.852,A,202307,28,7,3,2011,,1853161.99,1866243.0,1845879.79,1866025.695,67094.28351961674
2,2011-07-22,1743816.41,False,89.34,3.651,,,,,,215.0749122,7.852,A,202307,29,7,3,2011,,1785187.29,1853161.99,1781717.71,1823879.52,41773.85071719179
2,2011-07-29,1680693.06,False,90.07,3.682,,,,,,215.1363819,7.852,A,202307,30,7,3,2011,,1743816.41,1785187.29,1804246.16,1812102.1725,57747.9987408434
2,2011-08-05,1876704.26,False,93.34,3.684,,,,,,215.1978515,7.852,A,202307,31,8,3,2011,,1680693.06,1743816.41,1991909.98,1765714.6875,72421.04819012512
2,2011-08-12,1812768.26,False,91.58,3.638,,,,,,215.2593211,7.852,A,202307,32,8,3,2011,,1876704.26,1680693.06,1895601.05,1771600.255,82193.91610268831
2,2011-08-19,1844094.59,False,89.86,3.554,,,,,,215.3229307,7.852,A,202307,33,8,3,2011,,1812768.26,1876704.26,1964335.23,1778495.4975,84828.33483363302
2,2011-08-26,1821139.91,False,90.45,3.523,,,,,,215.386897,7.852,A,202307,34,8,3,2011,,1844094.59,1812768.26,1863840.49,1803565.0425,85973.27618297774
2,2011-09-02,1809119.7,False,89.64,3.533,,,,,,215.4508632,7.852,A,202307,35,9,3,2011,,1821139.91,1844094.59,1904608.09,1838676.755,28602.06937930284
2,2011-09-09,1748000.65,True,77.97,3.546,,,,,,215.5148295,7.852,A,202307,36,9,3,2011,Labor Day,1809119.7,1821139.91,1839128.83,1821780.615,15703.98351252478
2,2011-09-16,1691439.52,False,78.85,3.526,,,,,,215.6944378,7.852,A,202307,37,9,3,2011,,1748000.65,1809119.7,1793903.6,1805588.7125,41042.23499828007
2,2011-09-23,1669299.78,False,75.58,3.467,,,,,,216.0282356,7.852,A,202307,38,9,3,2011,,1691439.52,1748000.65,1724557.22,1767424.945,59930.06509853218
2,2011-09-30,1650394.44,False,78.14,3.355,,,,,,216.3620333,7.852,A,202307,39,9,3,2011,,1669299.78,1691439.52,1827440.43,1729464.9125,62594.54816479537
2,2011-10-07,1837553.43,False,69.92,3.285,,,,,,216.6958311,7.441,A,202307,40,10,4,2011,,1650394.44,1669299.78,1849921.44,1689783.5975,42281.04299033163
2,2011-10-14,1743882.19,False,71.67,3.274,,,,,,217.0048261,7.441,A,202307,41,10,4,2011,,1837553.43,1650394.44,1794355.49,1712171.7925,85254.19419381292
2,2011-10-21,1834680.25,False,64.53,3.353,,,,,,217.1650042,7.441,A,202307,42,10,4,2011,,1743882.19,1837553.43,1737947.64,1725282.46,85035.28024751584
2,2011-10-28,1769296.25,False,65.87,3.372,,,,,,217.3251824,7.441,A,202307,43,10,4,2011,,1834680.25,1743882.19,1802755.11,1766627.5775,88861.57342156269
2,2011-11-04,1959707.9,False,55.53,3.332,,,,,,217.4853605,7.441,A,202307,44,11,4,2011,,1769296.25,1834680.25,1939061.41,1796353.03,47087.53248779263
2,2011-11-11,1920725.15,False,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,A,202307,45,11,4,2011,,1959707.9,1769296.25,1916812.74,1826891.6475,96451.40245166398
2,2011-11-18,1902762.5,False,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,A,202307,46,11,4,2011,,1920725.15,1959707.9,1956739.17,1871102.3875,85643.48026608427
2,2011-11-25,2614202.3,True,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,A,202307,47,11,4,2011,Thanksgiving,1902762.5,1920725.15,2658725.29,1888122.95,82707.13304272229
2,2011-12-02,1954952.0,False,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,A,202307,48,12,4,2011,,2614202.3,1902762.5,2015781.27,2099349.4625,344057.305837425
2,2011-12-09,2290549.32,False,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,A,202307,49,12,4,2011,,1954952.0,2614202.3,2378726.55,2098160.4875,344708.32871338114
2,2011-12-16,2432736.52,False,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,A,202307,50,12,4,2011,,2290549.32,1954952.0,2609166.75,2190616.53,330559.71742437314
2,2011-12-23,3224369.8,False,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,A,202307,51,12,4,2011,,2432736.52,2290549.32,3436007.68,2323110.035,278898.55494585814
2,2011-12-30,1874226.52,True,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,A,202307,52,12,4,2011,Christmas,3224369.8,2432736.52,1750434.55,2475651.91,537838.7535943049
2,2012-01-06,1799520.14,False,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,A,202307,1,1,1,2012,,1874226.52,3224369.8,1758050.79,2455470.54,564731.9503640534
2,2012-01-13,1744725.48,False,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,A,202307,2,1,1,2012,,1799520.14,1874226.52,1744193.58,2332713.245,658169.4391357914
2,2012-01-20,1711769.11,False,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,A,202307,3,1,1,2012,,1744725.48,1799520.14,1751384.9,2160710.485,711089.8185870441
2,2012-01-27,1660906.14,False,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,A,202307,4,1,1,2012,,1711769.11,1744725.48,1695371.68,1782560.3125,71023.93551465256
