Store,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Year,WeekOfYear,Month,HolidayName,lag_1,lag_2,lag_52,rolling_mean_4,rolling_std_4
1,2011-05-20,1428218.27,False,A,151315,67.63,3.907,215.7339202,7.682,0.0,0.0,0.0,0.0,0.0,2011,20,5,NoHoliday,1604775.58,1629391.28,1399662.07,1563519.34,77027.38296939961
1,2011-05-27,1466046.67,False,A,151315,77.72,3.786,215.5037878,7.682,0.0,0.0,0.0,0.0,0.0,2011,21,5,NoHoliday,1428218.27,1604775.58,1432069.95,1529368.955,102370.80690586685
1,2011-06-03,1635078.41,False,A,151315,83.0,3.699,215.2736553,7.682,0.0,0.0,0.0,0.0,0.0,2011,22,6,NoHoliday,1466046.67,1428218.27,1615524.71,1532107.9500000002,99836.18093564699
1,2011-06-10,1588948.32,False,A,151315,83.13,3.648,215.0435229,7.682,0.0,0.0,0.0,0.0,0.0,2011,23,6,NoHoliday,1635078.41,1466046.67,1542561.09,1533529.7325,101706.39531884443
1,2011-06-17,1532114.86,False,A,151315,86.41,3.637,214.9980596,7.682,0.0,0.0,0.0,0.0,0.0,2011,24,6,NoHoliday,1588948.32,1635078.41,1503284.06,1529572.9175,98260.19211085125
1,2011-06-24,1438830.15,False,A,151315,83.58,3.594,215.0910982,7.682,0.0,0.0,0.0,0.0,0.0,2011,25,6,NoHoliday,1532114.86,1588948.32,1422711.6,1555547.0650000002,73030.2850635751
1,2011-07-01,1488538.09,False,A,151315,85.55,3.524,215.1841368,7.962,0.0,0.0,0.0,0.0,0.0,2011,26,7,NoHoliday,1438830.15,1532114.86,1492418.1400000001,1548742.9349999998,84513.51057894972
1,2011-07-08,1534849.64,False,A,151315,85.83,3.48,215.2771754,7.962,0.0,0.0,0.0,0.0,0.0,2011,27,7,NoHoliday,1488538.09,1438830.15,1546074.18,1512107.855,63848.50085086218
1,2011-07-15,1455119.97,False,A,151315,88.54,3.575,215.3611087,7.962,0.0,0.0,0.0,0.0,0.0,2011,28,7,NoHoliday,1534849.64,1488538.09,1448938.92,1498583.185,45132.98170164135
1,2011-07-22,1396926.82,False,A,151315,85.77,3.651,215.4222784,7.962,0.0,0.0,0.0,0.0,0.0,2011,29,7,NoHoliday,1455119.97,1534849.64,1385065.2,1479334.4625,42401.189724443255
1,2011-07-29,1352219.79,False,A,151315,86.83,3.682,215.4834482,7.962,0.0,0.0,0.0,0.0,0.0,2011,30,7,NoHoliday,1396926.82,1455119.97,1371986.6,1468858.6300000001,58037.432217442314
1,2011-08-05,1624383.75,False,A,151315,91.65,3.684,215.544618,7.962,0.0,0.0,0.0,0.0,0.0,2011,31,8,NoHoliday,1352219.79,1396926.82,1605491.78,1434779.055,78902.25754504584
1,2011-08-12,1525147.09,False,A,151315,90.76,3.638,215.6057878,7.962,0.0,0.0,0.0,0.0,0.0,2011,32,8,NoHoliday,1624383.75,1352219.79,1508237.76,1457162.5825,119175.53986667727
1,2011-08-19,1530761.43,False,A,151315,89.94,3.554,215.6693107,7.962,0.0,0.0,0.0,0.0,0.0,2011,33,8,NoHoliday,1525147.09,1624383.75,1513080.49,1474669.3625,123828.1060151002
1,2011-08-26,1464693.46,False,A,151315,87.96,3.523,215.7332258,7.962,0.0,0.0,0.0,0.0,0.0,2011,34,8,NoHoliday,1530761.43,1525147.09,1449142.92,1508128.015,113467.60320528761
1,2011-09-02,1550229.22,False,A,151315,87.83,3.533,215.7971409,7.962,0.0,0.0,0.0,0.0,0.0,2011,35,9,NoHoliday,1464693.46,1530761.43,1540163.53,1536246.4324999999,65932.52931605637
1,2011-09-09,1540471.24,True,A,151315,76.0,3.546,215.861056,7.962,0.0,0.0,0.0,0.0,0.0,2011,36,9,LaborDay,1550229.22,1464693.46,1507460.69,1517707.7999999998,36940.95873296593
1,2011-09-16,1514259.78,False,A,151315,79.94,3.526,216.0410526,7.962,0.0,0.0,0.0,0.0,0.0,2011,37,9,NoHoliday,1540471.24,1550229.22,1430378.67,1521538.8375,38721.342383565585
1,2011-09-23,1380020.27,False,A,151315,75.8,3.467,216.3758246,7.962,0.0,0.0,0.0,0.0,0.0,2011,38,9,NoHoliday,1514259.78,1540471.24,1351791.03,1517413.425,38287.85456008462
1,2011-09-30,1394561.83,False,A,151315,79.69,3.355,216.7105965,7.962,0.0,0.0,0.0,0.0,0.0,2011,39,9,NoHoliday,1380020.27,1514259.78,1453329.5,1496245.1275,78957.74497687863
1,2011-10-07,1630989.95,False,A,151315,69.31,3.285,217.0453684,7.866,0.0,0.0,0.0,0.0,0.0,2011,40,10,NoHoliday,1394561.83,1380020.27,1508239.93,1457328.2799999998,81792.63036397487
1,2011-10-14,1493525.93,False,A,151315,71.74,3.274,217.3552733,7.866,0.0,0.0,0.0,0.0,0.0,2011,41,10,NoHoliday,1630989.95,1394561.83,1459409.1,1479957.9575,117285.00580521031
1,2011-10-21,1502562.78,False,A,151315,63.71,3.353,217.5159762,7.866,0.0,0.0,0.0,0.0,0.0,2011,42,10,NoHoliday,1493525.93,1630989.95,1345454.0,1474774.495,115711.3066747992
1,2011-10-28,1445249.09,False,A,151315,66.57,3.372,217.6766791,7.866,0.0,0.0,0.0,0.0,0.0,2011,43,10,NoHoliday,1502562.78,1493525.93,1384209.22,1505410.1225,96965.59255011322
1,2011-11-04,1697229.58,False,A,151315,54.98,3.332,217.837382,7.866,0.0,0.0,0.0,0.0,0.0,2011,44,11,NoHoliday,1445249.09,1502562.78,1551659.28,1518081.9375,79365.57758354115
1,2011-11-11,1594938.8900000001,False,A,151315,59.11,3.297,217.9980849,7.866,747568.7999999999,440328.24,15485.039999999999,173276.63999999998,471702.24,2011,45,11,NoHoliday,1697229.58,1445249.09,1494479.49,1534641.8450000002,111273.56843455776
1,2011-11-18,1539483.7,False,A,151315,62.25,3.308,218.2205088,7.866,437336.64,18316.079999999998,3742.56,30772.079999999998,431177.04,2011,46,11,NoHoliday,1594938.8900000001,1697229.58,1483784.18,1559995.0850000002,110332.05812747702
1,2011-11-25,2033320.66,True,A,151315,60.14,3.236,218.4676211,7.866,29952.63,7154.0,4073802.23,584.0,40509.159999999996,2011,47,11,Thanksgiving,1539483.7,1594938.8900000001,1955624.11,1569225.3150000002,105358.03691148967
1,2011-12-02,1584083.95,False,A,151315,48.91,3.172,218.7147333,7.866,410954.23000000004,4964.0,102062.03,152178.72,1494698.3599999999,2011,48,12,NoHoliday,2033320.66,1539483.7,1548033.78,1716243.2075,221252.71361829664
1,2011-12-09,1799682.38,False,A,151315,43.93,3.158,218.9618456,7.866,338767.44999999995,1387.0,7666.46,265677.66000000003,1055712.8599999999,2011,49,12,NoHoliday,1584083.95,2033320.66,1682614.26,1687956.7999999998,231489.63818826276
1,2011-12-16,1881176.67,False,A,151315,51.63,3.159,219.1794533,7.866,360815.04,4824.0,25010.64,16256.88,288818.64,2011,50,12,NoHoliday,1799682.38,1584083.95,1891034.93,1739142.6724999999,226651.46314464236
1,2011-12-23,2270188.99,False,A,151315,47.96,3.112,219.3577216,7.866,201676.64,2995.52,46967.8,1842.6,202717.81999999998,2011,51,12,NoHoliday,1881176.67,1799682.38,2387950.2,1824565.9149999998,187291.29446403368
1,2011-12-30,1497462.72,True,A,151315,44.55,3.129,219.5359898,7.866,420633.30000000005,3358830.7399999998,19006.280000000002,71806.45,345711.94,2011,52,12,Christmas,2270188.99,1881176.67,1367320.01,1883782.9975,286477.93220376415
1,2012-01-06,1550369.92,False,A,151315,49.01,3.157,219.7142581,7.348,451972.08,1570547.52,10303.199999999999,104409.36000000002,610776.0,2012,1,1,NoHoliday,1497462.72,2270188.99,1444732.28,1862127.69,318201.6369551573
1,2012-01-13,1459601.17,False,A,151315,48.53,3.261,219.8925263,7.348,368013.59,569836.77,2999.04,32168.68,264075.98,2012,2,1,NoHoliday,1550369.92,1497462.72,1391013.96,1799799.575,356609.57176319556
1,2012-01-20,1394393.84,False,A,151315,54.11,3.268,219.9856893,7.348,302210.51,204924.87,2473.2400000000002,36545.26,248215.33000000002,2012,3,1,NoHoliday,1459601.17,1550369.92,1327405.42,1694405.7,385656.3269904229
1,2012-01-27,1319325.59,False,A,151315,54.26,3.29,220.0788523,7.348,81512.2,75791.8,3080.0,770.0,85553.3,2012,4,1,NoHoliday,1394393.84,1459601.17,1316899.31,1475456.9125,65622.25371977448
1,2012-02-03,1636339.65,False,A,151315,56.55,3.36,220.1720153,7.348,2489548.32,257703.12,11558.16,2333078.64,405388.8,2012,5,2,NoHoliday,1319325.59,1394393.84,1606629.58,1430922.6300000001,98112.80171397998
1,2012-02-10,1802477.43,True,A,151315,48.02,3.409,220.2651783,7.348,1016529.38,505687.79,7419.72,618447.24,502680.92,2012,6,2,SuperBowl,1636339.65,1319325.59,1649614.93,1452415.0625,135350.36507618325
1,2012-02-17,1819870.0,False,A,151315,45.32,3.51,220.4257586,7.348,720753.09,807545.7100000001,715.4000000000001,613879.63,248394.18,2012,7,2,NoHoliday,1802477.43,1636339.65,1686842.78,1538134.1275,222156.21572786308
1,2012-02-24,1539387.83,False,A,151315,57.25,3.555,220.636902,7.348,673171.92,544032.72,230.4,87834.24,586338.48,2012,8,2,NoHoliday,1819870.0,1802477.43,1456800.28,1644503.1675,232031.96150547982
1,2012-03-02,1688420.76,False,A,151315,60.96,3.63,220.8480454,7.348,1111780.8,112968.0,777.6,1828143.36,580867.9199999999,2012,9,3,NoHoliday,1539387.83,1819870.0,1636263.41,1699518.7275,135053.59847206005
1,2012-03-09,1675431.16,False,A,151315,58.76,3.669,221.0591887,7.348,733503.8400000001,10783.48,426.0,47671.53,391198.64,2012,10,3,NoHoliday,1688420.76,1539387.83,1553191.63,1712539.0050000001,129321.15310977967
1,2012-03-16,1677472.78,False,A,151315,64.74,3.734,221.2118132,7.348,309467.52,540.0,145.44,196174.80000000002,145273.68,2012,11,3,NoHoliday,1675431.16,1688420.76,1576818.06,1680777.4375,114636.76710050243
1,2012-03-23,1511068.07,False,A,151315,65.93,3.787,221.2864126,7.348,434417.76,673.08,352.87,30297.120000000003,259662.62,2012,12,3,NoHoliday,1677472.78,1675431.16,1541102.3800000001,1645178.1324999998,70757.10297962661
1,2012-03-30,1649604.63,False,A,151315,67.61,3.845,221.3610119,7.348,731980.18,35.5,727.75,117446.07,187637.38,2012,13,3,NoHoliday,1511068.07,1677472.78,1495064.75,1638098.1925,84878.5827428539
1,2012-04-06,1899676.8800000001,False,A,151315,70.43,3.891,221.4356112,7.143,728781.84,0.0,5614.56,270042.48,324771.84,2012,14,4,NoHoliday,1649604.63,1511068.07,1614259.35,1628394.16,79239.05969156805
1,2012-04-13,1621031.7,False,A,151315,69.07,3.891,221.5102105,7.143,439219.49,233496.99,1211.97,129401.05,75528.38,2012,15,4,NoHoliday,1899676.8800000001,1649604.63,1559889.0,1684455.59,160879.64943753264
1,2012-04-20,1521577.8699999999,False,A,151315,66.76,3.877,221.5640737,7.143,158386.80000000002,43453.42,1402.25,19534.23,408044.10000000003,2012,16,4,NoHoliday,1621031.7,1899676.8800000001,1564819.81,1670345.32,164138.37264005298
1,2012-04-27,1468928.3699999999,False,A,151315,67.23,3.814,221.6179368,7.143,228708.75,0.0,2519.79,40976.94,441779.75,2012,17,4,NoHoliday,1521577.8699999999,1621031.7,1455090.69,1672972.77,160788.79931627153
1,2012-05-04,1684519.99,False,A,151315,75.55,3.749,221.6718,7.143,1511599.23,0.0,4962.19,353391.85000000003,231533.84,2012,18,5,NoHoliday,1468928.3699999999,1521577.8699999999,1629391.28,1627803.705,191908.12335516923
1,2012-05-11,1611096.05,False,A,151315,73.77,3.688,221.7256632,7.143,592949.4,0.0,746.92,173462.94,222079.48,2012,19,5,NoHoliday,1684519.99,1468928.3699999999,1604775.58,1574014.4825,96978.99308632321
1,2012-05-18,1595901.87,False,A,151315,70.33,3.63,221.742674,7.143,430789.80000000005,0.0,3157.7,117284.3,385572.60000000003,2012,20,5,NoHoliday,1611096.05,1684519.99,1428218.27,1571530.5699999998,95489.12664398938
1,2012-05-25,1555444.55,False,A,151315,77.22,3.561,221.744944,7.143,286796.69,0.0,52908.490000000005,101527.16,257810.23,2012,21,5,NoHoliday,1595901.87,1611096.05,1466046.67,1590111.5699999998,89577.14311157617
1,2012-06-01,1624477.58,False,A,151315,77.95,3.501,221.7472139,7.143,432120.91,852.0,26306.21,10561.25,262050.35,2012,22,6,NoHoliday,1555444.55,1595901.87,1635078.41,1611740.6150000002,53905.36666878208
1,2012-06-08,1697230.96,False,A,151315,78.3,3.452,221.7494839,7.143,634594.32,8409.6,4647.599999999999,190946.88,515657.52,2012,23,6,NoHoliday,1624477.58,1555444.55,1588948.32,1596730.0125000002,29896.9662310198
1,2012-06-15,1630607.0,False,A,151315,79.35,3.393,221.7626421,7.143,399161.29,7781.599999999999,17.75,171839.88,218911.46000000002,2012,24,6,NoHoliday,1697230.96,1624477.58,1532114.86,1618263.74,59779.420941283046
1,2012-06-22,1527845.81,False,A,151315,78.39,3.346,221.8030211,7.143,612343.76,12158.75,216.54999999999998,179208.97,501521.28,2012,25,6,NoHoliday,1630607.0,1697230.96,1438830.15,1626940.0225,57942.295517974126
1,2012-06-29,1540421.49,False,A,151315,84.88,3.286,221.8434,7.143,273635.37,11150.4,0.0,30083.31,290694.93,2012,26,6,NoHoliday,1527845.81,1630607.0,1488538.09,1620040.3375,69736.56759614902
1,2012-07-06,1769854.16,False,A,151315,81.57,3.227,221.8837789,6.908,855313.2000000001,6608.0,13498.1,284620.7,430432.8,2012,27,7,NoHoliday,1540421.49,1527845.81,1534849.64,1599026.315,79880.49776589061
1,2012-07-13,1527014.04,False,A,151315,77.12,3.256,221.9241579,6.908,512487.23,3209.2000000000003,2573.04,277565.98,184342.27,2012,28,7,NoHoliday,1769854.16,1540421.49,1455119.97,1617182.115,111597.71473643955
1,2012-07-20,1497954.76,False,A,151315,80.42,3.311,221.9327267,6.908,231336.0,22587.840000000004,686.16,162865.44,232429.68,2012,29,7,NoHoliday,1527014.04,1769854.16,1396926.82,1591283.875,119204.76594882073
1,2012-07-27,1439123.71,False,A,151315,82.66,3.407,221.9412954,6.908,514576.8,28009.44,114.48,739262.8800000001,311413.68,2012,30,7,NoHoliday,1497954.76,1527014.04,1352219.79,1583811.1125,125288.86033609536
1,2012-08-03,1631135.79,False,A,151315,86.11,3.417,221.9498642,6.908,1958519.38,8518.58,2146.33,852499.8400000001,330981.41,2012,31,8,NoHoliday,1439123.71,1497954.76,1624383.75,1558486.6675,145577.43714397665
1,2012-08-10,1592409.97,False,A,151315,85.05,3.494,221.9584329,6.908,823407.84,17640.0,493.2,501426.72000000003,348207.84,2012,32,8,NoHoliday,1631135.79,1439123.71,1525147.09,1523807.075,80352.04246863497
1,2012-08-17,1597868.05,False,A,151315,84.85,3.571,222.0384109,6.908,263668.32,9925.920000000002,348.48,198158.4,248122.80000000002,2012,33,8,NoHoliday,1592409.97,1631135.79,1530761.43,1540156.0574999999,87552.39926157062
1,2012-08-24,1494122.38,False,A,151315,77.66,3.62,222.1719457,6.908,442885.93,18464.26,210.87,245875.13,567165.75,2012,34,8,NoHoliday,1597868.05,1592409.97,1464693.46,1565134.38,85732.77482455352
1,2012-08-31,1582083.4,False,A,151315,80.49,3.638,222.3054805,6.908,1543876.56,7367.039999999999,1562.3999999999999,951094.08,218373.12,2012,35,8,NoHoliday,1494122.38,1597868.05,1550229.22,1578884.0474999999,59042.71843917077
1,2012-09-07,1661767.33,True,A,151315,83.96,3.73,222.4390153,6.908,379941.64,2609.02,3718.62,300783.36,199813.41,2012,36,9,LaborDay,1582083.4,1494122.38,1540471.24,1566620.95,48773.57489124817
1,2012-09-14,1517428.87,False,A,151315,74.97,3.717,222.5820193,6.908,1239301.44,504.0,1352.8799999999999,109663.92,575475.84,2012,37,9,NoHoliday,1661767.33,1582083.4,1514259.78,1583960.29,69093.49716391099
1,2012-09-21,1506126.06,False,A,151315,69.87,3.721,222.7818386,6.908,451013.3,542.4399999999999,332.99,71714.26,458426.41,2012,38,9,NoHoliday,1517428.87,1661767.33,1380020.27,1563850.4949999999,75137.92360330632
1,2012-09-28,1437059.26,False,A,151315,76.08,3.666,222.9816579,6.908,267637.71,557.72,120.44999999999999,103511.08,346332.44,2012,39,9,NoHoliday,1506126.06,1517428.87,1394561.83,1566851.415,71580.26027120248
1,2012-10-05,1670785.97,False,A,151315,68.55,3.617,223.1814772,6.573,581608.0800000001,0.0,1311.84,260454.96,261082.08,2012,40,10,NoHoliday,1437059.26,1506126.06,1630989.95,1530595.3800000001,94387.83611302605
1,2012-10-12,1573072.81,False,A,151315,62.99,3.601,223.3812965,6.573,152291.13999999998,0.0,592.03,43972.28,432630.85,2012,41,10,NoHoliday,1670785.97,1437059.26,1493525.93,1532850.04,98580.21760505765
1,2012-10-19,1508068.77,False,A,151315,67.97,3.594,223.4257233,6.573,67473.43000000001,0.0,350.03,5697.75,164212.35,2012,42,10,NoHoliday,1573072.81,1670785.97,1502562.78,1546761.025,99599.48901609986
1,2012-10-26,1493659.74,False,A,151315,69.16,3.506,223.4442513,6.573,186181.19999999998,2286.0,432.0,76115.52,93960.72,2012,43,10,NoHoliday,1508068.77,1573072.81,1445249.09,1547246.7025,99339.68881687784
2,2011-02-04,1929346.23,False,A,202307,38.25,2.989,212.2240646,8.028,0.0,0.0,0.0,0.0,0.0,2011,5,2,NoHoliday,1695371.68,1751384.9,2136989.46,1737250.2374999998,28486.694272070912
2,2011-02-11,2168041.61,True,A,202307,33.19,3.022,212.5928624,8.028,0.0,0.0,0.0,0.0,0.0,2011,6,2,SuperBowl,1929346.23,1695371.68,2137809.5,1780074.0975,102578.67007116538
2,2011-02-18,2080884.82,False,A,202307,57.83,3.045,212.9033115,8.028,0.0,0.0,0.0,0.0,0.0,2011,7,2,NoHoliday,2168041.61,1929346.23,2124451.54,1886036.105,212827.58416642874
2,2011-02-25,1833511.08,False,A,202307,60.8,3.065,213.190421,8.028,0.0,0.0,0.0,0.0,0.0,2011,8,2,NoHoliday,2080884.82,2168041.61,1865097.27,1968411.085,207025.97836628405
2,2011-03-04,1981607.78,False,A,202307,57.77,3.288,213.4775305,8.028,0.0,0.0,0.0,0.0,0.0,2011,9,3,NoHoliday,1833511.08,2080884.82,1991013.13,2002945.935,149951.25692893984
2,2011-03-11,1879107.31,False,A,202307,52.7,3.459,213.7646401,8.028,0.0,0.0,0.0,0.0,0.0,2011,10,3,NoHoliday,1981607.78,1833511.08,1990483.78,2016011.3225,143540.6112619038
2,2011-03-18,1902557.66,False,A,202307,62.32,3.488,214.0156238,8.028,0.0,0.0,0.0,0.0,0.0,2011,11,3,NoHoliday,1879107.31,1981607.78,1946070.8800000001,1943777.7475,110409.03365285092
2,2011-03-25,1766162.05,False,A,202307,69.42,3.473,214.2521573,8.028,0.0,0.0,0.0,0.0,0.0,2011,12,3,NoHoliday,1902557.66,1879107.31,1750197.81,1899195.9575,61970.60169155681
2,2011-04-01,1800171.3599999999,False,A,202307,55.43,3.524,214.4886908,7.931,0.0,0.0,0.0,0.0,0.0,2011,13,4,NoHoliday,1766162.05,1902557.66,2066187.72,1882358.7000000002,89014.25143216172
2,2011-04-08,1847552.61,False,A,202307,67.0,3.622,214.7252242,7.931,0.0,0.0,0.0,0.0,0.0,2011,14,4,NoHoliday,1800171.3599999999,1766162.05,1954689.21,1836999.595,64408.06425676331
2,2011-04-15,1856467.84,False,A,202307,69.48,3.743,214.9420631,7.931,0.0,0.0,0.0,0.0,0.0,2011,15,4,NoHoliday,1847552.61,1800171.3599999999,1874957.94,1829110.9200000002,59258.130001873025
2,2011-04-22,1886339.6,False,A,202307,69.39,3.807,215.1096657,7.931,0.0,0.0,0.0,0.0,0.0,2011,16,4,NoHoliday,1856467.84,1847552.61,1821990.93,1817588.465,42259.0719739857
2,2011-04-29,1745545.28,False,A,202307,69.21,3.81,215.2772683,7.931,0.0,0.0,0.0,0.0,0.0,2011,17,4,NoHoliday,1886339.6,1856467.84,1802450.29,1847632.8525,35725.19659541191
2,2011-05-06,1837743.6,False,A,202307,61.48,3.906,215.4448709,7.931,0.0,0.0,0.0,0.0,0.0,2011,18,5,NoHoliday,1745545.28,1886339.6,2042581.71,1833976.3325,61243.084099121625
2,2011-05-13,1838513.07,False,A,202307,74.61,3.899,215.6124735,7.931,0.0,0.0,0.0,0.0,0.0,2011,19,5,NoHoliday,1837743.6,1745545.28,1880752.36,1831524.08,60712.35150082945
2,2011-05-20,1688281.8599999999,False,A,202307,67.14,3.907,215.3834778,7.931,0.0,0.0,0.0,0.0,0.0,2011,20,5,NoHoliday,1838513.07,1837743.6,1896937.1,1827035.3875000002,58889.81307245234
2,2011-05-27,1797732.56,False,A,202307,76.42,3.786,215.1544822,7.931,0.0,0.0,0.0,0.0,0.0,2011,21,5,NoHoliday,1688281.8599999999,1838513.07,1957113.89,1777520.9525000001,73785.420716871
2,2011-06-03,1933756.21,False,A,202307,83.07,3.699,214.9254865,7.931,0.0,0.0,0.0,0.0,0.0,2011,22,6,NoHoliday,1797732.56,1688281.8599999999,2102539.93,1790567.7725,70800.31150721021
2,2011-06-10,1929153.1600000001,False,A,202307,83.4,3.648,214.6964908,7.931,0.0,0.0,0.0,0.0,0.0,2011,23,6,NoHoliday,1933756.21,1797732.56,2025538.76,1814570.9249999998,101670.73807505996
2,2011-06-17,1953771.99,False,A,202307,86.53,3.637,214.6513538,7.931,0.0,0.0,0.0,0.0,0.0,2011,24,6,NoHoliday,1929153.1600000001,1933756.21,2001636.96,1837230.9474999998,117633.28997889202
2,2011-06-24,1790925.8,False,A,202307,85.17,3.594,214.7441108,7.931,0.0,0.0,0.0,0.0,0.0,2011,25,6,NoHoliday,1953771.99,1929153.1600000001,1939927.09,1903603.48,71385.1160299387
2,2011-07-01,1866243.0,False,A,202307,85.69,3.524,214.8368678,7.852,0.0,0.0,0.0,0.0,0.0,2011,26,7,NoHoliday,1790925.8,1953771.99,2003940.64,1901901.79,74751.87677674067
2,2011-07-08,1853161.99,False,A,202307,87.7,3.48,214.9296249,7.852,0.0,0.0,0.0,0.0,0.0,2011,27,7,NoHoliday,1866243.0,1790925.8,1880902.6199999999,1885023.4875000003,72757.28163910683
2,2011-07-15,1785187.29,False,A,202307,89.83,3.575,215.0134426,7.852,0.0,0.0,0.0,0.0,0.0,2011,28,7,NoHoliday,1853161.99,1866243.0,1845879.79,1866025.695,67094.28351961182
2,2011-07-22,1743816.41,False,A,202307,89.34,3.651,215.0749122,7.852,0.0,0.0,0.0,0.0,0.0,2011,29,7,NoHoliday,1785187.29,1853161.99,1781717.71,1823879.52,41773.85071718576
2,2011-07-29,1680693.06,False,A,202307,90.07,3.682,215.1363819,7.852,0.0,0.0,0.0,0.0,0.0,2011,30,7,NoHoliday,1743816.41,1785187.29,1804246.16,1812102.1724999999,57747.998740839415
2,2011-08-05,1876704.26,False,A,202307,93.34,3.684,215.1978515,7.852,0.0,0.0,0.0,0.0,0.0,2011,31,8,NoHoliday,1680693.06,1743816.41,1991909.98,1765714.6875,72421.04819012313
2,2011-08-12,1812768.26,False,A,202307,91.58,3.638,215.2593211,7.852,0.0,0.0,0.0,0.0,0.0,2011,32,8,NoHoliday,1876704.26,1680693.06,1895601.05,1771600.2550000001,82193.91610268643
2,2011-08-19,1844094.59,False,A,202307,89.86,3.554,215.3229307,7.852,0.0,0.0,0.0,0.0,0.0,2011,33,8,NoHoliday,1812768.26,1876704.26,1964335.23,1778495.4975,84828.33483363104
2,2011-08-26,1821139.91,False,A,202307,90.45,3.523,215.386897,7.852,0.0,0.0,0.0,0.0,0.0,2011,34,8,NoHoliday,1844094.59,1812768.26,1863840.49,1803565.0425,85973.27618297524
2,2011-09-02,1809119.7,False,A,202307,89.64,3.533,215.4508632,7.852,0.0,0.0,0.0,0.0,0.0,2011,35,9,NoHoliday,1821139.91,1844094.59,1904608.09,1838676.755,28602.069379293065
2,2011-09-09,1748000.65,True,A,202307,77.97,3.546,215.5148295,7.852,0.0,0.0,0.0,0.0,0.0,2011,36,9,LaborDay,1809119.7,1821139.91,1839128.83,1821780.615,15703.983512508978
