Store,Date,Forecast,Weekly_Sales,Absolute_Error,Window,WAPE
4,2012-09-14,2223806.741799227,2117854.6,105952.14179922687,4,0.05002805282252468
4,2012-09-21,2208756.0051959488,2119438.5300000003,89317.4751959485,4,0.042142045608630364
5,2012-05-04,361241.06608616817,360932.69,308.3760861681658,1,0.0008543866895740749
5,2012-05-11,330926.6489822894,333870.52,2943.871017710597,1,0.008817403278703962
5,2012-05-18,326135.23547784786,336189.66,10054.424522152112,1,0.029907001072406906
5,2012-05-25,324957.21037495625,341994.48,17037.26962504373,1,0.049817381921029046
5,2012-06-01,339494.14053724863,359867.8,20373.659462751355,1,0.05661428853248709
5,2012-06-01,342869.61621406674,359867.8,16998.183785933245,2,0.047234522749557604
5,2012-06-08,334138.55965619837,341704.59,7566.030343801656,1,0.022142021398663846
5,2012-06-08,338121.3332993091,341704.59,3583.256700690952,2,0.010486416646293665
5,2012-06-15,324164.31696000136,327383.64,3219.3230399986496,1,0.009833487830969958
5,2012-06-15,335841.234954776,327383.64,8457.594954775996,2,0.025833896143301466
5,2012-06-22,326572.87396919593,325041.68,1531.1939691959415,1,0.0047107619219662585
5,2012-06-22,338040.00389803114,325041.68,12998.323898031143,2,0.03998971423612856
5,2012-06-29,338319.5884535712,329658.1,8661.488453571219,2,0.026274156326118545
5,2012-06-29,346357.57944867946,329658.1,16699.479448679485,3,0.0506569668656086
5,2012-07-06,341424.32400097366,341214.43,209.89400097366888,2,0.0006151381140993038
5,2012-07-06,338560.26951967884,341214.43,2654.160480321152,3,0.007778570444166597
5,2012-07-13,317108.76901415444,316203.64,905.1290141544305,2,0.002862487649270674
5,2012-07-13,317987.7313131596,316203.64,1784.091313159559,3,0.0056422225663169435
5,2012-07-20,319959.7674445988,321205.12,1245.3525554012158,2,0.0038771254810671006
5,2012-07-20,316725.1874976529,321205.12,4479.932502347103,3,0.013947263674835267
5,2012-07-27,330391.4994907094,306827.36,23564.139490709407,3,0.0767993424403528
5,2012-08-03,370399.056183735,324195.17,46203.88618373504,3,0.14251873704267415
5,2012-08-03,357955.616802521,324195.17,33760.44680252101,4,0.10413618069177591
5,2012-08-10,361234.98641194,306759.7,54475.286411940004,3,0.1775829302608524
5,2012-08-10,330009.7721278788,306759.7,23250.072127878782,4,0.07579245946543428
5,2012-08-17,374653.1269834005,314014.18,60638.9469834005,3,0.1931089448998784
5,2012-08-17,333837.18181419437,314014.18,19823.001814194373,4,0.06312772822614053
5,2012-08-24,334658.2829629529,320831.36,13826.922962952929,4,0.04309716781723872
5,2012-08-31,371505.3808731737,344642.01,26863.3708731737,4,0.07794572366025168
5,2012-09-07,339758.8057563142,350648.91,10890.104243685782,4,0.031057002982515427
5,2012-09-14,325228.1255246774,299800.67,25427.45552467741,4,0.08481453868891424
5,2012-09-21,329178.8742677104,307306.76,21872.114267710363,4,0.07117355396838769
6,2012-05-04,1710586.3659912294,1543461.12,167125.2459912293,1,0.10827953087100069
6,2012-05-11,1587931.984763819,1517075.67,70856.3147638191,1,0.04670585400912738
6,2012-05-18,1431416.8336210803,1513635.64,82218.80637891963,1,0.0543187569096349
6,2012-05-25,1520107.5443595774,1603793.42,83685.87564042257,1,0.052179959461626034
6,2012-06-01,1741763.2343864776,1681121.38,60641.85438647773,1,0.03607226408986467
6,2012-06-01,1717710.8034956404,1681121.38,36589.42349564051,2,0.021764890941807256
6,2012-06-08,1610461.6964705167,1696619.52,86157.82352948328,1,0.05078205367428714
6,2012-06-08,1597529.114855416,1696619.52,99090.40514458413,2,0.05840461221652344
6,2012-06-15,1738425.0654788294,1642247.48,96177.58547882945,1,0.05856461139391089
6,2012-06-15,1662598.1787147827,1642247.48,20350.698714782717,2,0.012391980479569813
6,2012-06-22,1723466.6329801294,1618272.25,105194.38298012945,1,0.06500413201803927
6,2012-06-22,1675076.009558641,1618272.25,56803.759558640886,2,0.03510148527767246
6,2012-06-29,1722011.9823704576,1648863.46,73148.52237045765,2,0.04436299556935882
6,2012-06-29,1706394.6888946083,1648863.46,57531.22889460833,3,0.03489144510159036
6,2012-07-06,1811117.0081088024,1876359.39,65242.381891197525,2,0.034770727952707144
6,2012-07-06,1753088.7405576368,1876359.39,123270.64944236306,3,0.06569671572478611
6,2012-07-13,1641441.7281313834,1588142.26,53299.468131383415,2,0.03356089027653191
6,2012-07-13,1637095.3767659974,1588142.26,48953.11676599737,3,0.030824138365285598
6,2012-07-20,1622088.7313338001,1574361.97,47726.761333800154,2,0.030314986161537015
6,2012-07-20,1590411.2692161077,1574361.97,16049.299216107698,3,0.010194160886716349
6,2012-07-27,1566802.3493141425,1513229.16,53573.18931414257,3,0.03540322294221621
6,2012-08-03,1676287.7748725417,1627274.93,49012.844872541726,3,0.03011958456985614
6,2012-08-03,1671157.8101187134,1627274.93,43882.88011871348,4,0.026967096530340746
6,2012-08-10,1588816.822347372,1588380.73,436.09234737209044,3,0.000274551522273939
6,2012-08-10,1585318.993611501,1588380.73,3061.736388498917,4,0.0019275834380708694
6,2012-08-17,1578096.8069606132,1543049.52,35047.286960613215,3,0.02271300208214524
6,2012-08-17,1578916.9307447597,1543049.52,35867.41074475972,4,0.02324449752251614
6,2012-08-24,1550555.6907213137,1501095.49,49460.20072131371,4,0.03294940331964738
6,2012-08-31,1567673.699061733,1577439.81,9766.110938267084,4,0.006191114790152965
6,2012-09-07,1553379.943225718,1608077.01,54697.066774281906,4,0.03401395980052094
6,2012-09-14,1478710.2249670052,1375166.86,103543.3649670051,4,0.07529512816139641
6,2012-09-21,1455968.9538483294,1425603.65,30365.303848329466,4,0.021299962193790305
7,2012-05-04,474362.2376952919,465198.89,9163.347695291857,1,0.019697698967621906
7,2012-05-11,458848.7976094074,460397.41,1548.6123905925779,1,0.0033636427072701778
7,2012-05-18,450036.8376394895,468428.3,18391.462360510486,1,0.039262064995881946
7,2012-05-25,471250.87993817776,532739.77,61488.890061822254,1,0.11542012352827019
7,2012-06-01,560635.8553081804,598495.02,37859.16469181958,1,0.06325727604520348
7,2012-06-01,563381.9464980935,598495.02,35113.073501906474,2,0.05866894849334999
7,2012-06-08,615802.9736803824,642963.75,27160.77631961764,1,0.04224309118456155
7,2012-06-08,607331.4710889923,642963.75,35632.278911007685,2,0.05541879913293352
7,2012-06-15,642925.9393814804,666942.02,24016.08061851957,1,0.03600924802806632
7,2012-06-15,614377.4539886257,666942.02,52564.56601137435,2,0.0788142963482408
7,2012-06-22,654757.4872698844,687344.68,32587.19273011561,1,0.047410263988826695
7,2012-06-22,650237.4801886112,687344.68,37107.199811388855,2,0.05398630540268218
7,2012-06-29,642405.7348560559,704335.41,61929.6751439441,2,0.087926397373581
7,2012-06-29,669569.4549805521,704335.41,34765.95501944795,3,0.04935994204728107
7,2012-07-06,738822.5029259588,805642.61,66820.10707404115,2,0.08294013529651957
7,2012-07-06,745257.9097831874,805642.61,60384.70021681255,3,0.07495221760528846
7,2012-07-13,683951.1425212418,694150.89,10199.747478758218,2,0.01469384772921377
7,2012-07-13,678851.5314528722,694150.89,15299.358547127806,3,0.022040393187607678
7,2012-07-20,675855.6918981974,686345.69,10489.998101802543,2,0.015283840569906608
7,2012-07-20,679815.074027448,686345.69,6530.615972551983,3,0.009515053518514822
7,2012-07-27,664007.2813879653,686365.4,22358.118612034712,3,0.03257465864688796
7,2012-08-03,686047.075498835,680954.8099999999,5092.265498835011,3,0.007478125455689213
7,2012-08-03,698154.9672595761,680954.8099999999,17200.15725957614,4,0.02525888209758903
7,2012-08-10,709556.7764566569,675926.3,33630.47645665682,3,0.04975464996206956
7,2012-08-10,690355.8665594315,675926.3,14429.566559431492,4,0.021347840081724134
7,2012-08-17,683905.2542588944,642450.4,41454.85425889434,3,0.06452615526256088
7,2012-08-17,685482.1660315137,642450.4,43031.76603151369,4,0.06698068213750616
7,2012-08-24,661191.2088387918,609099.37,52091.838838791824,4,0.08552272651142592
7,2012-08-31,653130.4278505864,586467.16,66663.26785058633,4,0.113669225486703
7,2012-09-07,649094.8208945643,597876.5499999999,51218.27089456434,4,0.08566696736067729
7,2012-09-14,615983.8987375549,541120.2,74863.69873755495,4,0.13834948083171716
7,2012-09-21,597129.5687096439,530842.25,66287.3187096439,4,0.12487197224720509
8,2012-05-04,1003185.5508892663,937232.09,65953.46088926634,1,0.07037046809746596
8,2012-05-11,937942.021553418,920128.89,17813.131553418003,1,0.01935938730650877
8,2012-05-18,893702.2332932525,913922.01,20219.776706747478,1,0.02212418180709695
8,2012-05-25,895640.9326081824,895157.4400000001,483.4926081823651,1,0.0005401201917981769
8,2012-06-01,976813.0470259106,921161.2,55651.847025910625,1,0.060414883981121464
8,2012-06-01,964856.3121651391,921161.2,43695.11216513917,2,0.04743481614850818
8,2012-06-08,931451.8833018992,928820.0,2631.8833018991863,1,0.0028335773367274457
8,2012-06-08,934689.3229406499,928820.0,5869.32294064993,2,0.006319117741489126
8,2012-06-15,980489.3913119214,916918.7,63570.69131192146,1,0.06933078288393667
8,2012-06-15,987037.8884629258,916918.7,70119.18846292584,2,0.07647263433816526
8,2012-06-22,905079.3219523287,899449.65,5629.671952328645,1,0.006259018447923844
8,2012-06-22,906511.3598099829,899449.65,7061.709809982916,2,0.007851145208609417
8,2012-06-29,928615.2373296476,878298.22,50317.01732964767,2,0.05728921701520433
8,2012-06-29,921586.0148051046,878298.22,43287.79480510461,3,0.049285987173131936
8,2012-07-06,918358.6850015196,936205.5,17846.814998480375,2,0.019062924751542663
8,2012-07-06,901894.8433245213,936205.5,34310.656675478676,3,0.03664863822684088
8,2012-07-13,893654.0830039185,890488.01,3166.0730039185146,2,0.003555435860297001
8,2012-07-13,892897.9454329751,890488.01,2409.935432975064,3,0.00270630868233146
8,2012-07-20,862279.6584433693,888834.07,26554.41155663063,2,0.029875555464059372
8,2012-07-20,858686.1455257075,888834.07,30147.924474292435,3,0.03391850683029335
8,2012-07-27,844509.986691304,838227.52,6282.466691303998,3,0.00749494205499719
8,2012-08-03,913753.6637942304,897076.73,16676.933794230456,3,0.01859030920825519
8,2012-08-03,904673.5830423487,897076.73,7596.853042348754,4,0.008468454022153437
8,2012-08-10,890994.5177881023,930745.69,39751.172211897676,3,0.042708951154958
8,2012-08-10,865162.2844681486,930745.69,65583.40553185134,4,0.07046329221449454
8,2012-08-17,906035.6256063748,896613.19,9422.435606374871,3,0.010508919243508866
8,2012-08-17,882971.879101341,896613.19,13641.310898658936,4,0.015214265249275372
8,2012-08-24,908698.6842362882,936373.65,27674.965763711836,4,0.029555472608303143
8,2012-08-31,906169.9441581808,976137.73,69967.78584181913,4,0.07167819016873687
8,2012-09-07,886263.8874468803,932160.37,45896.482553119655,4,0.0492366807581829
8,2012-09-14,893650.0774863772,883569.38,10080.697486377205,4,0.011409061602357932
8,2012-09-21,850854.3896669203,857796.45,6942.060333079658,4,0.008092899350515683
9,2012-05-04,574597.1294353132,586289.08,11691.950564686791,1,0.019942296323661346
9,2012-05-11,569018.9031558782,592572.3,23553.39684412186,1,0.03974771828538367
9,2012-05-18,552773.3462745687,571463.93,18690.583725431352,1,0.03270649772319199
9,2012-05-25,564609.9250391418,547226.0,17383.925039141788,1,0.03176735944407208
9,2012-06-01,592810.5274346052,583648.59,9161.937434605206,1,0.01569769479714704
9,2012-06-01,594323.3171396815,583648.59,10674.727139681578,2,0.01828964778220672
9,2012-06-08,563907.4472744731,582525.42,18617.972725526895,1,0.031960790184103714
9,2012-06-08,567388.1897620958,582525.42,15137.230237904238,2,0.025985527357594518
9,2012-06-15,581285.987347309,564606.1,16679.887347309035,1,0.029542520612705098
9,2012-06-15,580728.2736577864,564606.1,16122.17365778645,2,0.02855472807995955
9,2012-06-22,593479.5665286833,562173.12,31306.4465286833,1,0.05568826650531299
9,2012-06-22,578161.520105388,562173.12,15988.40010538802,2,0.02844034966557636
9,2012-06-29,562530.4016441653,544770.7,17759.701644165325,2,0.03260032458457352
9,2012-06-29,563345.1931238649,544770.7,18574.493123864988,3,0.034095984097281644
9,2012-07-06,573382.675779017,578790.36,5407.684220982948,2,0.009343079281733283
9,2012-07-06,572541.5253515618,578790.36,6248.834648438147,3,0.010796369601660517
9,2012-07-13,544033.6657012927,536537.64,7496.025701292674,2,0.01397110872089547
9,2012-07-13,550191.9572644617,536537.64,13654.317264461657,3,0.025448945696450405
9,2012-07-20,526606.8014994947,513991.57,12615.231499494694,2,0.02454365447957579
9,2012-07-20,531083.7745813353,513991.57,17092.204581335245,3,0.03325386169530999
9,2012-07-27,511526.3209704531,495951.0,15575.32097045309,3,0.03140495930132833
9,2012-08-03,567246.4299145567,533887.54,33358.88991455664,3,0.06248299017159426
9,2012-08-03,544267.2048379657,533887.54,10379.664837965625,4,0.019441669003861045
9,2012-08-10,565399.6036389285,538713.47,26686.133638928528,3,0.049536785554904594
9,2012-08-10,554008.3968289176,538713.47,15294.926828917582,4,0.02839158046097786
9,2012-08-17,567493.5546176475,535153.47,32340.084617647575,3,0.06043142094855066
9,2012-08-17,560640.3204283788,535153.47,25486.85042837879,4,0.047625310975520335
9,2012-08-24,561535.0193321023,572887.78,11352.76066789776,4,0.01981672687781499
9,2012-08-31,585223.0877874579,576879.15,8343.937787457835,4,0.014463926781645401
9,2012-09-07,560369.3617001062,565812.29,5442.928299893858,4,0.009619671392952348
9,2012-09-14,544651.6564713258,523427.35,21224.306471325806,4,0.04054871506298975
9,2012-09-21,544359.3987093179,533756.88,10602.518709317897,4,0.0198639476259639
10,2012-05-04,1852938.57130494,1821364.42,31574.151304939995,1,0.01733543872836826
10,2012-05-11,1803719.8512293522,1792345.3,11374.551229352131,1,0.0063461829756532575
10,2012-05-18,1743629.2917099658,1795152.73,51523.43829003419,1,0.028701423243265873
10,2012-05-25,1717328.3351851827,1830939.1,113610.76481481735,1,0.06205054270500714
10,2012-06-01,1864497.658330776,1767471.48,97026.17833077605,1,0.05489547040995312
10,2012-06-01,1913143.6752162657,1767471.48,145672.19521626574,2,0.08241841345935932
10,2012-06-08,1759035.0224514417,1840491.41,81456.38754855818,1,0.04425795584047751
10,2012-06-08,1826585.7909040703,1840491.41,13905.619095929665,2,0.007555383861275216
10,2012-06-15,1771673.9517308949,1811562.88,39888.92826910503,1,0.022019069119535634
10,2012-06-15,1835982.4650501215,1811562.88,24419.58505012165,2,0.013479844017405374
10,2012-06-22,1799289.596733602,1755334.18,43955.41673360206,1,0.025041053284567193
10,2012-06-22,1828911.109930581,1755334.18,73576.92993058101,2,0.041916195086328815
10,2012-06-29,1767473.955906381,1707481.9,59992.05590638099,2,0.035134812208774215
10,2012-06-29,1737125.1814935396,1707481.9,29643.28149353969,3,0.017360817408102358
10,2012-07-06,1816506.9688284642,1805999.79,10507.178828464122,2,0.0058179291529508554
10,2012-07-06,1764684.3541892378,1805999.79,41315.435810762225,3,0.022876766674907654
10,2012-07-13,1816261.9877053476,1765571.91,50690.07770534768,2,0.028710287821325658
10,2012-07-13,1783101.4603479197,1765571.91,17529.55034791981,3,0.009928539443018103
10,2012-07-20,1836223.6700459637,1869967.03,33743.35995403631,2,0.0180448956653724
10,2012-07-20,1801968.5370786705,1869967.03,67998.49292132957,3,0.03636347156416419
10,2012-07-27,1789191.9096034796,1817603.66,28411.750396520365,3,0.01563143331067036
10,2012-08-03,1949440.5521725384,1939440.09,10000.462172538275,3,0.005156365604744344
10,2012-08-03,1953935.139180057,1939440.09,14495.0491800569,4,0.007473831883127104
10,2012-08-10,2006784.979400382,1880436.94,126348.03940038197,3,0.0671907877965756
10,2012-08-10,2013241.3491027188,1880436.94,132804.4091027188,4,0.07062422901707026
10,2012-08-17,1939389.0003430343,1827797.4,111591.60034303437,3,0.06105249976996049
10,2012-08-17,1958485.9450391594,1827797.4,130688.54503915948,4,0.07150056403360651
10,2012-08-24,1932124.7671388157,1764984.15,167140.6171388158,4,0.09469808391130075
10,2012-08-31,1926559.9936755754,1650285.54,276274.4536755753,4,0.1674100917563486
10,2012-09-07,1738241.3365119235,1708283.28,29958.056511923438,4,0.01753693714775657
10,2012-09-14,1763010.8162961216,1640168.99,122841.82629612158,4,0.07489583515179224
10,2012-09-21,1761636.962114471,1671857.57,89779.39211447095,4,0.05370038316988387
11,2012-05-04,1485017.759531129,1370251.22,114766.53953112895,1,0.08375583824047167
11,2012-05-11,1448184.9007202422,1300147.07,148037.8307202421,1,0.11386237306233525
11,2012-05-18,1292911.8195936824,1352442.31,59530.49040631764,1,0.044017027540581476
11,2012-05-25,1318340.9497818712,1297335.87,21005.079781871056,1,0.01619093425812011
11,2012-06-01,1359337.4388918602,1361595.33,2257.8911081398837,1,0.001658268839788018
11,2012-06-01,1380313.8110644135,1361595.33,18718.48106441344,2,0.013747462738737096
11,2012-06-08,1470751.6649244155,1414343.53,56408.1349244155,1,0.03988290944026555
11,2012-06-08,1418710.070047776,1414343.53,4366.540047775954,2,0.003087326349756027
11,2012-06-15,1454784.7926344692,1417875.42,36909.3726344693,1,0.026031463775900213
11,2012-06-15,1391702.5113839656,1417875.42,26172.908616034314,2,0.01845924419511717
11,2012-06-22,1299944.1120964708,1355680.3,55736.187903529266,1,0.04111307651481641
